id,duration,dispoStatus,billable,state,words
1104,360.216,XFER,0,WA,826
1105,282.6,XFER,1,IN,766
1106,376.056,XFER,1,PA,1200
1107,325.296,XFER,1,TX,910
1108,349.344,XFER,1,WA,1026
1109,190.656,XFER,1,WA,594
1110,217.152,XFER,1,WI,683
1111,285.624,XFER,1,GA,645
1112,15.048,XFER,1,OR,15
1113,129.744,XFER,1,IN,345
1114,411.624,XFER,1,WV,1103
1115,311.184,XFER,0,RI,988
1116,148.032,XFER,0,FL,451
1117,191.592,XFER,1,IL,545
1118,139.896,XFER,1,AZ,411
1119,211.896,XFER,1,IL,521
1120,46.368,XFER,1,FL,87
1121,197.856,XFER,0,NC,391
1122,302.544,XFER,1,PA,932
1123,45.36,XFER,1,CT,85
1124,210.384,XFER,1,IL,603
1125,140.976,XFER,1,NJ,391
1126,297.864,XFER,1,WA,958
1127,286.776,XFER,0,AR,857
1128,126.72,XFER,1,TN,357
1129,137.952,XFER,1,TN,413
1130,380.952,XFER,1,AZ,1060
1131,106.704,XFER,1,GA,322
1132,348.48,XFER,1,PA,920
1133,358.992,XFER,1,FL,959
1134,408.744,XFER,1,HI,1295
1135,173.232,XFER,1,AZ,514
1136,310.248,XFER,1,WI,769
1137,213.336,XFER,0,NC,554
1138,50.76,XFER,0,IA,135
1139,105.768,XFER,1,NY,310
1140,301.896,XFER,1,TX,911
1141,224.784,XFER,1,TX,688
1142,295.776,XFER,1,MN,796
1143,112.752,XFER,1,MO,390
1144,187.488,XFER,0,MI,529
1145,46.368,XFER,0,LA,76
1146,119.448,XFER,1,TX,425
1147,188.136,XFER,1,OK,537
1148,200.52,XFER,1,MO,550
1149,242.064,XFER,1,TN,640
1150,278.064,XFER,0,OR,847
1151,343.584,XFER,1,FL,1202
1152,61.272,XFER,1,OH,209
1153,67.824,XFER,1,NY,166
1154,298.152,XFER,1,FL,778
1155,190.872,XFER,1,PA,169
1156,351.864,XFER,1,OH,904
1157,277.2,XFER,0,TN,982
1158,276.768,XFER,1,MI,813
1159,23.832,XFER,0,FL,31
1160,195.048,XFER,1,CT,549
1161,350.928,XFER,1,VA,920
1162,134.136,XFER,1,NC,393
1163,247.032,XFER,1,NY,696
1164,347.544,XFER,1,CT,1168
1165,217.728,XFER,1,KS,619
1166,97.992,XFER,1,VA,304
1167,452.304,XFER,1,NY,1231
1168,329.688,XFER,1,NE,1226
1169,169.128,XFER,1,MA,490
1170,271.296,XFER,1,NY,888
1171,84.672,XFER,1,NC,255
1172,313.848,XFER,1,AL,1065
1173,283.392,XFER,1,NY,863
1174,265.536,XFER,1,NJ,703
1175,246.168,XFER,1,GA,595
1176,284.112,XFER,1,GA,762
1177,466.992,XFER,1,WV,1439
1178,533.448,XFER,1,PA,1679
1179,197.352,XFER,1,NY,609
1180,312.84,XFER,0,FL,798
1181,277.128,XFER,1,LA,845
1182,245.736,XFER,1,LA,615
1183,170.064,XFER,1,ID,511
1184,146.304,XFER,1,FL,491
1185,217.296,XFER,1,NY,635
1186,279.504,XFER,1,AZ,835
1187,207.792,XFER,1,FL,527
1188,140.472,XFER,1,NY,382
1189,243.144,XFER,1,IL,890
1190,344.016,XFER,1,KS,1016
1191,157.896,XFER,1,KY,467
1192,136.368,XFER,0,MI,421
1193,230.76,XFER,1,TN,685
1194,240.624,XFER,0,GA,778
1195,248.616,XFER,0,TX,727
1196,169.416,XFER,0,MI,580
1197,91.152,XFER,0,NC,247
1198,217.368,XFER,1,AR,465
1199,235.872,XFER,1,TX,617
1200,336.888,XFER,1,MS,1158
1201,337.896,XFER,0,KY,898
1202,244.8,XFER,1,NY,912
1203,226.512,XFER,1,NY,842
1204,176.256,XFER,1,MI,434
1205,129.6,XFER,0,TN,385
1206,175.824,XFER,1,OR,464
1207,56.664,XFER,1,NY,86
1208,396.648,XFER,1,FL,1282
1209,131.328,XFER,0,NY,376
1210,287.712,XFER,1,AR,1062
1211,512.28,XFER,1,NY,1567
1212,234.288,XFER,1,TX,698
1213,139.608,XFER,1,TX,450
1214,221.472,XFER,0,TX,667
1215,163.728,XFER,1,DC,422
1216,188.784,XFER,0,AZ,512
1217,258.336,XFER,1,PA,705
1218,374.76,XFER,1,NY,949
1219,171.288,XFER,0,OH,476
1220,129.672,XFER,1,MO,439
1221,207.72,XFER,1,OK,675
1222,320.4,XFER,0,NC,823
1223,216.864,XFER,1,OK,642
1224,202.752,XFER,0,TX,612
1225,363.024,XFER,1,MI,1127
1226,329.904,XFER,0,NE,950
1227,206.208,XFER,1,IN,496
1228,333.864,XFER,1,NY,942
1229,129.384,XFER,1,TX,370
1230,378.504,XFER,1,TX,1292
1231,192.24,XFER,1,NY,399
1232,277.416,XFER,1,NY,870
1233,36.144,XFER,0,GA,76
1234,210.528,XFER,1,MI,692
1235,320.688,XFER,1,FL,829
1236,333.936,XFER,1,AZ,976
1237,205.992,XFER,1,VA,422
1238,305.712,XFER,1,IN,1007
1239,206.712,XFER,0,FL,625
1240,23.616,XFER,0,FL,26
1241,346.896,XFER,1,NY,700
1242,206.352,XFER,0,FL,628
1243,291.528,XFER,1,IL,881
1244,275.688,XFER,1,AZ,784
1245,113.76,XFER,1,LA,344
1246,256.824,XFER,1,NY,896
1247,280.872,XFER,1,IN,839
1248,263.88,XFER,1,WI,704
1249,242.352,XFER,1,AZ,797
1250,44.352,XFER,0,MA,117
1251,170.064,XFER,1,OH,467
1252,291.672,XFER,1,MI,864
1253,36.864,XFER,1,OK,51
1254,79.56,XFER,1,DE,262
1255,388.296,XFER,1,GA,1202
1256,233.28,XFER,1,SC,692
1257,168.696,XFER,1,IL,506
1258,418.752,XFER,1,FL,1256
1259,145.512,XFER,1,WV,407
1260,201.456,XFER,1,PA,562
1261,110.16,XFER,1,AZ,341
1262,293.832,XFER,1,TX,934
1263,272.232,XFER,0,PA,816
1264,173.52,XFER,1,NY,493
1265,39.384,XFER,1,TX,53
1266,221.616,XFER,1,GA,647
1267,227.808,XFER,1,MI,672
1268,375.768,XFER,1,TN,1033
1269,377.568,XFER,1,NY,1137
1270,154.152,XFER,1,MI,494
1271,412.632,XFER,1,MO,1355
1272,208.08,XFER,0,MI,528
1273,216.432,XFER,0,NY,729
1274,209.016,XFER,1,MI,545
1275,158.184,XFER,1,FL,372
1276,210.528,XFER,1,WV,560
1277,342.432,XFER,1,WI,1039
1278,270.072,XFER,1,PA,799
1279,171.288,XFER,1,AR,479
1280,236.664,XFER,1,GA,722
1281,210.384,XFER,1,TX,616
1282,234.072,XFER,1,MS,668
1283,241.56,XFER,1,FL,742
1284,28.944,XFER,0,OH,33
1285,272.304,XFER,1,NY,613
1286,127.584,XFER,0,MA,378
1287,227.592,XFER,1,AL,684
1288,389.088,XFER,1,FL,1275
1289,209.808,XFER,1,MO,597
1290,176.904,XFER,1,NC,468
1291,240.624,XFER,1,OH,787
1292,378.648,XFER,1,NY,946
1293,216.72,XFER,1,MO,679
1294,357.12,XFER,1,NJ,1163
1295,241.704,XFER,1,KS,692
1296,343.152,XFER,1,FL,786
1297,38.376,XFER,1,IA,88
1298,409.464,XFER,1,GA,985
1299,209.808,XFER,1,MA,621
1300,159.408,XFER,0,IL,410
1301,154.368,XFER,1,NC,516
1302,144.864,XFER,1,NC,452
1303,257.472,XFER,1,NM,764
1304,161.208,XFER,0,GA,408
1305,201.6,XFER,0,SC,671
1306,371.88,XFER,1,IL,903
1307,190.368,XFER,0,KY,536
1308,135.504,XFER,1,FL,428
1309,180.144,XFER,0,PA,507
1310,132.84,XFER,0,NY,388
1311,24.84,XFER,0,AZ,18
1312,318.456,XFER,1,PA,912
1313,234.648,XFER,0,LA,655
1314,119.232,XFER,1,SC,333
1315,150.984,XFER,1,NY,455
1316,139.968,XFER,1,IL,408
1317,204.12,XFER,1,SC,579
1318,251.856,XFER,0,AL,768
1319,276.552,XFER,1,NJ,881
1320,343.872,XFER,1,CA,1055
1321,285.984,XFER,1,MI,921
1322,77.904,XFER,1,IL,283
1323,82.08,XFER,1,MA,298
1324,203.976,XFER,1,MS,647
1325,534.384,XFER,1,TN,1586
1326,29.592,XFER,0,CA,64
1327,137.448,XFER,1,AZ,514
1328,195.624,XFER,1,KY,623
1329,134.928,XFER,1,TX,372
1330,229.032,XFER,1,TN,800
1331,43.848,XFER,0,WV,145
1332,130.68,XFER,0,WA,369
1333,174.6,XFER,1,TX,536
1334,176.184,XFER,1,OH,384
1335,586.944,XFER,1,NM,1437
1336,85.824,XFER,1,WA,237
1337,225.864,XFER,1,WA,593
1338,381.456,XFER,1,WV,1320
1339,204.552,XFER,1,TX,660
1340,195.408,XFER,1,OK,499
1341,287.496,XFER,1,FL,856
1342,52.056,XFER,1,IA,128
1343,262.8,XFER,1,NM,788
1344,260.208,XFER,1,IN,447
1345,227.304,XFER,1,MI,660
1346,208.008,XFER,1,MI,642
1347,195.912,XFER,0,MS,614
1348,21.888,XFER,0,AL,9
1349,230.976,XFER,1,LA,547
1350,258.336,XFER,0,CA,634
1351,503.208,XFER,1,CO,1562
1352,32.544,XFER,0,IN,90
1353,202.824,XFER,1,AZ,648
1354,243.144,XFER,1,MI,685
1355,268.848,XFER,1,OK,806
1356,375.552,XFER,1,OK,1163
1357,275.832,XFER,1,NC,918
1358,59.184,XFER,0,CA,150
1359,389.664,XFER,1,IL,948
1360,111.528,XFER,0,RI,370
1361,315.288,XFER,1,NE,910
1362,233.64,XFER,1,SC,641
1363,276.408,XFER,1,GA,823
1364,319.68,XFER,1,IN,822
1365,154.8,XFER,1,NJ,445
1366,209.376,XFER,1,CT,666
1367,143.496,XFER,0,NM,489
1368,404.352,XFER,1,IA,1182
1369,124.488,XFER,1,IL,180
1370,134.64,XFER,1,IL,430
1371,268.632,XFER,1,TX,844
1372,184.68,XFER,1,MA,510
1373,71.136,XFER,1,NE,130
1374,247.32,XFER,1,SC,734
1375,115.704,XFER,1,NY,375
1376,359.928,XFER,0,AZ,955
1377,133.416,XFER,0,IL,365
1378,283.608,XFER,1,AR,741
1379,565.776,XFER,1,OK,1562
1380,205.848,XFER,1,DE,574
1381,526.032,XFER,1,FL,1477
1382,182.952,XFER,0,WV,574
1383,299.376,XFER,1,IA,902
1384,141.696,XFER,0,TX,413
1385,123.552,XFER,1,PA,385
1386,136.368,XFER,1,NY,407
1387,180.792,XFER,1,KY,591
1388,230.976,XFER,1,OH,702
1389,320.04,XFER,1,WI,1078
1390,181.224,XFER,1,WA,607
1391,140.04,XFER,1,KY,446
1392,332.424,XFER,1,NY,987
1393,297.648,XFER,1,OH,770
1394,414.72,XFER,1,MI,1300
1395,304.632,XFER,1,CO,834
1396,101.952,XFER,1,FL,318
1397,168.552,XFER,1,MI,412
1398,232.272,XFER,1,OK,647
1399,259.272,XFER,1,NC,724
1400,249.048,XFER,1,FL,653
1401,308.376,XFER,1,WA,737
1402,298.872,XFER,1,WA,1018
1403,73.512,XFER,1,TX,103
1404,146.592,XFER,1,NE,453
1405,163.728,XFER,1,VA,483
1406,168.552,XFER,1,AL,477
1407,180.72,XFER,1,IN,580
1408,190.944,XFER,1,OR,467
1409,184.752,XFER,1,AR,510
1410,219.888,XFER,1,NY,694
1411,337.104,XFER,1,PA,1049
1412,279.216,XFER,0,GA,852
1413,246.168,XFER,0,OK,739
1414,212.688,XFER,1,AR,606
1415,220.032,XFER,1,PA,625
1416,338.616,XFER,1,SC,882
1417,173.808,XFER,0,IL,523
1418,309.312,XFER,1,AR,1044
1419,360.864,XFER,0,FL,914
1420,199.44,XFER,1,PA,575
1421,371.592,XFER,0,NY,1099
1422,266.184,XFER,1,TX,819
1423,441.648,XFER,1,MS,1164
1424,195.696,XFER,0,MN,573
1425,199.728,XFER,1,MA,698
1426,325.008,XFER,1,WV,971
1427,239.832,XFER,1,NY,764
1428,324.36,XFER,1,OH,899
1429,348.12,XFER,1,FL,1089
1430,138.24,XFER,1,IA,329
1431,214.056,XFER,1,OK,640
1432,333,XFER,1,FL,680
1433,141.984,XFER,1,FL,166
1434,371.88,XFER,1,CT,1210
1435,96.336,XFER,1,NC,333
1436,218.232,XFER,0,PA,481
1437,32.4,XFER,0,FL,41
1438,210.744,XFER,1,PA,541
1439,165.096,XFER,1,MA,483
1440,258.552,XFER,1,IN,776
1441,249.048,XFER,1,UT,699
1442,211.176,XFER,1,KS,587
1443,275.112,XFER,1,LA,818
1444,164.376,XFER,1,OH,410
1445,148.104,XFER,0,GA,355
1446,433.944,XFER,1,PA,1025
1447,286.632,XFER,1,WI,875
1448,412.056,XFER,1,TN,1228
1449,465.264,XFER,1,MO,1287
1450,128.808,XFER,1,MI,328
1451,277.704,XFER,1,AZ,837
1452,239.112,XFER,1,MI,660
1453,182.664,XFER,1,KS,442
1454,160.992,XFER,1,MI,412
1455,305.208,XFER,1,IN,1072
1456,119.448,XFER,1,NM,310
1457,219.24,XFER,0,NM,641
1458,217.8,XFER,0,TX,544
1459,325.224,XFER,1,TX,830
1460,282.312,XFER,1,KY,788
1461,360.072,XFER,1,FL,1048
1462,265.248,XFER,0,ID,805
1463,55.44,XFER,1,FL,105
1464,168.984,XFER,0,HI,416
1465,286.2,XFER,1,NY,831
1466,160.488,XFER,1,NJ,510
1467,211.392,XFER,1,FL,698
1468,149.184,XFER,0,NY,419
1469,198.936,XFER,0,IN,476
1470,309.312,XFER,1,CA,769
1471,178.992,XFER,1,UT,613
1472,79.128,XFER,1,GA,236
1473,296.208,XFER,1,MS,860
1474,360.216,XFER,1,PA,844
1475,149.256,XFER,1,PA,367
1476,226.584,XFER,1,UT,834
1477,180,XFER,1,KS,393
1478,385.416,XFER,1,OH,1183
1479,218.448,XFER,1,AR,545
1480,202.032,XFER,1,NY,574
1481,183.888,XFER,1,OH,493
1482,303.552,XFER,1,MN,956
1483,27.288,XFER,0,FL,33
1484,90.216,XFER,1,MI,255
1485,418.68,XFER,1,AZ,1190
1486,259.128,XFER,1,SC,786
1487,237.312,XFER,1,VA,685
1488,211.536,XFER,1,NY,573
1489,297,XFER,1,TX,729
1490,41.4,XFER,1,AR,73
1491,176.328,XFER,1,MI,454
1492,154.08,XFER,1,OH,409
1493,358.704,XFER,1,HI,1012
1494,325.224,XFER,0,GA,1163
1495,298.728,XFER,0,MI,765
1496,179.064,XFER,1,MO,475
1497,463.752,XFER,1,AL,1410
1498,200.304,XFER,1,ME,598
1499,147.384,XFER,1,CA,454
1500,471.24,XFER,1,MI,1254
1501,280.44,XFER,1,NY,838
1502,248.904,XFER,1,MS,568
1503,154.44,XFER,1,UT,444
1504,91.368,XFER,1,AL,334
1505,215.352,XFER,0,AR,591
1506,316.872,XFER,1,NY,939
1507,285.912,XFER,1,NY,866
1508,481.32,XFER,1,NC,1651
1509,501.408,XFER,1,FL,1318
1510,318.456,XFER,1,NY,789
1511,154.872,XFER,1,MI,410
1512,307.08,XFER,1,TX,827
1513,309.816,XFER,1,NY,945
1514,326.952,XFER,1,VA,884
1515,262.296,XFER,1,CT,810
1516,359.784,XFER,1,TX,960
1517,255.312,XFER,1,OH,667
1518,275.472,XFER,1,GA,825
1519,210.24,XFER,1,NY,587
1520,317.232,XFER,1,CA,673
1521,203.76,XFER,0,TX,464
1522,238.968,XFER,0,PA,286
1523,207.648,XFER,0,AR,671
1524,217.944,XFER,1,OK,645
1525,208.224,XFER,1,TX,633
1526,253.944,XFER,1,NH,695
1527,239.472,XFER,1,MI,704
1528,233.208,XFER,1,MO,672
1529,282.096,XFER,1,TN,811
1530,257.256,XFER,1,GA,720
1531,291.672,XFER,1,CT,644
1532,210.168,XFER,1,MO,746
1533,194.544,XFER,0,AL,608
1534,283.392,XFER,1,MA,828
1535,125.352,XFER,0,AR,346
1536,227.952,XFER,0,NV,624
1537,228.744,XFER,0,AZ,508
1538,32.184,XFER,1,PA,32
1539,194.832,XFER,1,CO,440
1540,212.544,XFER,1,MI,629
1541,113.688,XFER,1,UT,354
1542,133.488,XFER,1,IN,487
1543,243,XFER,1,UT,726
1544,201.744,XFER,1,NY,700
1545,218.736,XFER,1,FL,645
1546,305.28,XFER,1,FL,920
1547,192.672,XFER,0,KY,551
1548,162.504,XFER,1,TN,346
1549,226.008,XFER,1,NJ,660
1550,416.736,XFER,0,RI,1323
1551,377.784,XFER,1,MO,1159
1552,286.128,XFER,0,KY,848
1553,246.672,XFER,1,TX,771
1554,105.984,XFER,1,NV,310
1555,373.104,XFER,1,TN,960
1556,302.328,XFER,1,SC,944
1557,291.384,XFER,1,GA,859
1558,54.648,XFER,1,NY,96
1559,215.928,XFER,1,PA,648
1560,248.4,XFER,1,MI,730
1561,231.696,XFER,1,MI,781
1562,303.984,XFER,1,AZ,784
1563,193.248,XFER,1,TX,597
1564,15.552,XFER,0,AL,24
1565,84.6,XFER,1,LA,283
1566,239.976,XFER,1,GA,726
1567,124.488,XFER,1,CA,350
1568,252.144,XFER,1,MI,593
1569,245.664,XFER,1,TN,731
1570,238.536,XFER,1,CT,701
1571,133.776,XFER,0,MO,436
1572,337.464,XFER,0,NJ,642
1573,278.136,XFER,1,OH,783
1574,22.104,XFER,0,FL,26
1575,287.712,XFER,0,RI,842
1576,207.864,XFER,1,VA,680
1577,272.016,XFER,1,GA,874
1578,179.784,XFER,1,GA,514
1579,186.84,XFER,1,IA,387
1580,189.216,XFER,0,PA,593
1581,240.624,XFER,0,FL,724
1582,228.312,XFER,0,KS,645
1583,234,XFER,1,AL,602
1584,181.512,XFER,1,TX,525
1585,252.864,XFER,0,TN,665
1586,256.608,XFER,0,FL,856
1587,295.704,XFER,1,IL,859
1588,37.656,XFER,0,OH,32
1589,119.448,XFER,1,IL,342
1590,286.992,XFER,1,SC,754
1591,100.584,XFER,0,KY,289
1592,205.416,XFER,1,CA,614
1593,265.608,XFER,0,OK,687
1594,357.048,XFER,0,CT,864
1595,274.248,XFER,1,FL,825
1596,25.632,XFER,1,TX,36
1597,189.648,XFER,0,LA,589
1598,136.584,XFER,1,MI,407
1599,69.192,XFER,0,PA,203
1600,140.328,XFER,1,OR,439
1601,348.696,XFER,1,TN,931
1602,225.576,XFER,0,FL,749
1603,248.544,XFER,1,MI,775
1604,125.28,XFER,0,KS,306
1605,120.096,XFER,0,NY,340
1606,167.472,XFER,1,OR,577
1607,123.048,XFER,0,VA,322
1608,359.568,XFER,1,NY,1061
1609,71.712,XFER,1,NE,177
1610,263.232,XFER,1,FL,651
1611,231.696,XFER,1,GA,536
1612,193.608,XFER,1,PA,416
1613,170.28,XFER,1,MI,455
1614,352.872,XFER,1,FL,1179
1615,203.904,XFER,1,LA,735
1616,320.328,XFER,1,TX,1118
1617,220.752,XFER,1,MI,568
1618,277.632,XFER,1,GA,942
1619,92.304,XFER,1,MO,312
1620,257.472,XFER,0,NM,640
1621,314.928,XFER,0,VA,1121
1622,309.96,XFER,0,WV,901
1623,66.312,XFER,0,TX,152
1624,476.496,XFER,1,TX,1154
1625,276.408,XFER,1,KY,740
1626,94.752,XFER,1,UT,342
1627,88.056,XFER,1,KY,332
1628,246.24,XFER,1,SC,791
1629,77.112,XFER,1,WI,238
1630,279.936,XFER,1,SC,931
1631,342.504,XFER,1,FL,1069
1632,277.056,XFER,1,GA,854
1633,41.472,XFER,0,IL,111
1634,179.856,XFER,1,WA,556
1635,310.896,XFER,1,FL,879
1636,146.88,XFER,0,TX,435
1637,181.656,XFER,0,AZ,406
